Consumed: Hi 7 @ 1589752425754 Partition: 0, Offset: 1120, By ThreadID: 12
Consumed: Hi 470 @ 1589752430593 Partition: 10, Offset: 1107, By ThreadID: 14
Consumed: Hi 591 @ 1589752431850 Partition: 11, Offset: 1133, By ThreadID: 15
Consumed: Hi 473 @ 1589752430624 Partition: 10, Offset: 1108, By ThreadID: 14
Consumed: Hi 486 @ 1589752430759 Partition: 10, Offset: 1109, By ThreadID: 14
Consumed: Hi 601 @ 1589752431955 Partition: 11, Offset: 1134, By ThreadID: 15
Consumed: Hi 499 @ 1589752430894 Partition: 10, Offset: 1110, By ThreadID: 14
Consumed: Hi 505 @ 1589752430956 Partition: 10, Offset: 1111, By ThreadID: 14
Consumed: Hi 520 @ 1589752431116 Partition: 10, Offset: 1112, By ThreadID: 14
Consumed: Hi 621 @ 1589752432164 Partition: 11, Offset: 1135, By ThreadID: 15
Consumed: Hi 649 @ 1589752432449 Partition: 11, Offset: 1136, By ThreadID: 15
Consumed: Hi 557 @ 1589752431498 Partition: 10, Offset: 1113, By ThreadID: 14
Consumed: Hi 652 @ 1589752432479 Partition: 11, Offset: 1137, By ThreadID: 15
Consumed: Hi 559 @ 1589752431518 Partition: 10, Offset: 1114, By ThreadID: 14
Consumed: Hi 673 @ 1589752432694 Partition: 11, Offset: 1138, By ThreadID: 15
Consumed: Hi 564 @ 1589752431570 Partition: 10, Offset: 1115, By ThreadID: 14
Consumed: Hi 676 @ 1589752432725 Partition: 11, Offset: 1139, By ThreadID: 15
Consumed: Hi 705 @ 1589752433026 Partition: 11, Offset: 1140, By ThreadID: 15
Consumed: Hi 572 @ 1589752431653 Partition: 10, Offset: 1116, By ThreadID: 14
Consumed: Hi 723 @ 1589752433211 Partition: 11, Offset: 1141, By ThreadID: 15
Consumed: Hi 584 @ 1589752431778 Partition: 10, Offset: 1117, By ThreadID: 14
Consumed: Hi 604 @ 1589752431986 Partition: 10, Offset: 1118, By ThreadID: 14
Consumed: Hi 731 @ 1589752433293 Partition: 11, Offset: 1142, By ThreadID: 15
Consumed: Hi 739 @ 1589752433375 Partition: 11, Offset: 1143, By ThreadID: 15
Consumed: Hi 655 @ 1589752432510 Partition: 10, Offset: 1119, By ThreadID: 14
Consumed: Hi 741 @ 1589752433396 Partition: 11, Offset: 1144, By ThreadID: 15
Consumed: Hi 667 @ 1589752432632 Partition: 10, Offset: 1120, By ThreadID: 14
Consumed: Hi 744 @ 1589752433427 Partition: 11, Offset: 1145, By ThreadID: 15
Consumed: Hi 757 @ 1589752433561 Partition: 11, Offset: 1146, By ThreadID: 15
Consumed: Hi 678 @ 1589752432745 Partition: 10, Offset: 1121, By ThreadID: 14
Consumed: Hi 687 @ 1589752432839 Partition: 10, Offset: 1122, By ThreadID: 14
Consumed: Hi 785 @ 1589752433850 Partition: 11, Offset: 1147, By ThreadID: 15
Consumed: Hi 707 @ 1589752433046 Partition: 10, Offset: 1123, By ThreadID: 14
Consumed: Hi 714 @ 1589752433119 Partition: 10, Offset: 1124, By ThreadID: 14
Consumed: Hi 790 @ 1589752433902 Partition: 11, Offset: 1148, By ThreadID: 15
Consumed: Hi 730 @ 1589752433283 Partition: 10, Offset: 1125, By ThreadID: 14
Consumed: Hi 758 @ 1589752433571 Partition: 10, Offset: 1126, By ThreadID: 14
Consumed: Hi 765 @ 1589752433644 Partition: 10, Offset: 1127, By ThreadID: 14
Consumed: Hi 796 @ 1589752433964 Partition: 10, Offset: 1128, By ThreadID: 14
Consumed: Hi 793 @ 1589752433933 Partition: 11, Offset: 1149, By ThreadID: 15
Consumed: Hi 805 @ 1589752434056 Partition: 11, Offset: 1150, By ThreadID: 15
Consumed: Hi 807 @ 1589752434076 Partition: 11, Offset: 1151, By ThreadID: 15
Consumed: Hi 802 @ 1589752434025 Partition: 10, Offset: 1129, By ThreadID: 14
Consumed: Hi 811 @ 1589752434118 Partition: 11, Offset: 1152, By ThreadID: 15
Consumed: Hi 850 @ 1589752434518 Partition: 11, Offset: 1153, By ThreadID: 15
Consumed: Hi 816 @ 1589752434169 Partition: 10, Offset: 1130, By ThreadID: 14
Consumed: Hi 877 @ 1589752434798 Partition: 11, Offset: 1154, By ThreadID: 15
Consumed: Hi 821 @ 1589752434220 Partition: 10, Offset: 1131, By ThreadID: 14
Consumed: Hi 886 @ 1589752434890 Partition: 11, Offset: 1155, By ThreadID: 15
Consumed: Hi 906 @ 1589752435096 Partition: 11, Offset: 1156, By ThreadID: 15
Consumed: Hi 842 @ 1589752434436 Partition: 10, Offset: 1132, By ThreadID: 14
Consumed: Hi 936 @ 1589752435406 Partition: 11, Offset: 1157, By ThreadID: 15
Consumed: Hi 860 @ 1589752434621 Partition: 10, Offset: 1133, By ThreadID: 14
Consumed: Hi 868 @ 1589752434704 Partition: 10, Offset: 1134, By ThreadID: 14
Consumed: Hi 952 @ 1589752435571 Partition: 11, Offset: 1158, By ThreadID: 15
Consumed: Hi 870 @ 1589752434725 Partition: 10, Offset: 1135, By ThreadID: 14
Consumed: Hi 966 @ 1589752435714 Partition: 11, Offset: 1159, By ThreadID: 15
Consumed: Hi 881 @ 1589752434838 Partition: 10, Offset: 1136, By ThreadID: 14
Consumed: Hi 978 @ 1589752435836 Partition: 11, Offset: 1160, By ThreadID: 15
Consumed: Hi 885 @ 1589752434879 Partition: 10, Offset: 1137, By ThreadID: 14
Consumed: Hi 908 @ 1589752435117 Partition: 10, Offset: 1138, By ThreadID: 14
Consumed: Hi 910 @ 1589752435137 Partition: 10, Offset: 1139, By ThreadID: 14
Consumed: Hi 912 @ 1589752435158 Partition: 10, Offset: 1140, By ThreadID: 14
Consumed: Hi 931 @ 1589752435354 Partition: 10, Offset: 1141, By ThreadID: 14
Consumed: Hi 943 @ 1589752435478 Partition: 10, Offset: 1142, By ThreadID: 14
Consumed: Hi 946 @ 1589752435509 Partition: 10, Offset: 1143, By ThreadID: 14
Consumed: Hi 950 @ 1589752435551 Partition: 10, Offset: 1144, By ThreadID: 14
Consumed: Hi 964 @ 1589752435694 Partition: 10, Offset: 1145, By ThreadID: 14
Consumed: Hi 975 @ 1589752435806 Partition: 10, Offset: 1146, By ThreadID: 14
Consumed: Hi 990 @ 1589752435957 Partition: 10, Offset: 1147, By ThreadID: 14
Consumed: Hi 992 @ 1589752435978 Partition: 10, Offset: 1148, By ThreadID: 14
